number,title,link,source_id,published_at,state,transcript_source,discovered_at
120,LNP120 Widerrufliche Gratiseinwilligung,https://logbuch-netzpolitik.de/lnp120-widerrufliche-gratiseinwilligung,1175,2014-11-02T21:43:35+01:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
121,LNP121 Best Fail,https://logbuch-netzpolitik.de/lnp121-best-fail,1177,2014-11-10T16:10:11+01:00,done,podlove,2026-06-14T00:32:53+00:00
122,LNP122 The Internet is about love,https://logbuch-netzpolitik.de/lnp122-the-internet-is-about-love,1179,2014-11-20T17:00:50+01:00,done,podlove,2026-06-14T00:32:53+00:00
123,LNP123 Wir können auch Heißluft,https://logbuch-netzpolitik.de/lnp123-wir-koennen-auch-heissluft,1184,2014-11-26T15:12:05+01:00,done,podlove,2026-06-14T00:32:53+00:00
124,LNP124 Honi Soit Qui Mal Y Pense,https://logbuch-netzpolitik.de/lnp124-honi-soit-qui-mal-y-pense,1186,2014-12-03T12:40:32+01:00,done,podlove,2026-06-14T00:32:53+00:00
125,LNP125 Die haben alle ihren Kafka gelesen,https://logbuch-netzpolitik.de/lnp125-die-haben-alle-ihren-kafka-gelesen,1188,2014-12-09T16:03:18+01:00,done,podlove,2026-06-14T00:32:53+00:00
126,"LNP126 Ich wollte ja zur Revolution, aber war voll",https://logbuch-netzpolitik.de/lnp126-ich-wollte-ja-zur-revolution-aber-war-voll,1190,2015-01-01T01:31:04+01:00,done,podlove,2026-06-14T00:32:53+00:00
127,LNP127 Hat sich fast gereimt,https://logbuch-netzpolitik.de/lnp127-hat-sich-fast-gereimt,1196,2015-01-09T14:27:29+01:00,done,podlove,2026-06-14T00:32:53+00:00
128,LNP128 Der Fernsehturm muss bleiben,https://logbuch-netzpolitik.de/lnp128-der-fernsehturm-muss-bleiben,1199,2015-01-16T15:00:29+01:00,done,podlove,2026-06-14T00:32:53+00:00
129,LNP129 Ureinwanderer,https://logbuch-netzpolitik.de/lnp129-ureinwanderer,1203,2015-01-21T13:30:58+01:00,done,podlove,2026-06-14T00:32:53+00:00
130,LNP130 Radikalisierung durch Internet,https://logbuch-netzpolitik.de/lnp130-radikalisierung-durch-internet,1205,2015-01-28T15:08:35+01:00,done,podlove,2026-06-14T00:32:53+00:00
131,LNP131 Internet der kurzen Wege,https://logbuch-netzpolitik.de/lnp131-internet-der-kurzen-wege,1210,2015-02-06T19:01:12+01:00,done,podlove,2026-06-14T00:32:53+00:00
132,LNP132 Prinzessin Lillifee,https://logbuch-netzpolitik.de/lnp132-prinzessin-lillifee,1213,2015-02-20T21:28:52+01:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
133,LNP133 Staatsbegräbnis in purem Gold,https://logbuch-netzpolitik.de/lnp133-staatsbegraebnis-in-purem-gold,1217,2015-02-28T12:35:33+01:00,done,podlove,2026-06-14T00:32:53+00:00
134,LNP134 Da kommt einer von rechts,https://logbuch-netzpolitik.de/lnp134-da-kommt-einer-von-rechts,1220,2015-03-14T02:26:21+01:00,done,podlove,2026-06-14T00:32:53+00:00
135,"LNP135 Ein Lizenzangebot, das wir nicht ablehnen können",https://logbuch-netzpolitik.de/lnp135-ein-lizenzangebot-das-wir-nicht-ablehnen-koennen,1222,2015-03-23T15:26:01+01:00,done,podlove,2026-06-14T00:32:53+00:00
136,LNP136 In Absurdistan ist das völlig normal,https://logbuch-netzpolitik.de/lnp136-in-absurdistan-ist-das-voellig-normal,1225,2015-04-03T23:09:11+02:00,done,podlove,2026-06-14T00:32:53+00:00
137,LNP137 Kommt in den besten Senderfamilien vor,https://logbuch-netzpolitik.de/lnp137-kommt-in-den-besten-senderfamilien-vor,1230,2015-04-09T20:14:44+02:00,done,podlove,2026-06-14T00:32:53+00:00
138,LNP138 Stand der Technik,https://logbuch-netzpolitik.de/lnp138-stand-der-technik,1233,2015-04-20T11:40:17+02:00,done,podlove,2026-06-14T00:32:53+00:00
139,LNP139 Staatstrojaner as a Service,https://logbuch-netzpolitik.de/lnp139-staatstrojaner-as-a-service,1238,2015-04-28T10:14:07+02:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
140,LNP140 Hoch die internationale Spionageaktivität!,https://logbuch-netzpolitik.de/lnp140-hoch-die-internationale-spionageaktivitaet,1242,2015-05-10T14:08:05+02:00,done,podlove,2026-06-14T00:32:53+00:00
